Date,,0,Region
Sep 2006,Composite,312800,Alberta
Sep 2006,Single_family,348100,Alberta
Sep 2006,One_storey,300400,Alberta
Sep 2006,Two_storey,405200,Alberta
Sep 2006,Townhouse,240700,Alberta
Sep 2006,Apartment,208200,Alberta
Oct 2006,Composite,320500,Alberta
Oct 2006,Single_family,355700,Alberta
Oct 2006,One_storey,308700,Alberta
Oct 2006,Two_storey,411600,Alberta
Oct 2006,Townhouse,248200,Alberta
Oct 2006,Apartment,214300,Alberta
Nov 2006,Composite,327400,Alberta
Nov 2006,Single_family,362800,Alberta
Nov 2006,One_storey,315200,Alberta
Nov 2006,Two_storey,418900,Alberta
Nov 2006,Townhouse,254400,Alberta
Nov 2006,Apartment,220900,Alberta
Dec 2006,Composite,335500,Alberta
Dec 2006,Single_family,371300,Alberta
Dec 2006,One_storey,324400,Alberta
Dec 2006,Two_storey,426300,Alberta
Dec 2006,Townhouse,261600,Alberta
Dec 2006,Apartment,227200,Alberta
Jan 2007,Composite,342900,Alberta
Jan 2007,Single_family,378900,Alberta
Jan 2007,One_storey,332400,Alberta
Jan 2007,Two_storey,432500,Alberta
Jan 2007,Townhouse,269200,Alberta
Jan 2007,Apartment,234000,Alberta
Feb 2007,Composite,351300,Alberta
Feb 2007,Single_family,387800,Alberta
Feb 2007,One_storey,341000,Alberta
Feb 2007,Two_storey,441200,Alberta
Feb 2007,Townhouse,275800,Alberta
Feb 2007,Apartment,241400,Alberta
Mar 2007,Composite,360000,Alberta
Mar 2007,Single_family,397200,Alberta
Mar 2007,One_storey,350200,Alberta
Mar 2007,Two_storey,450100,Alberta
Mar 2007,Townhouse,284600,Alberta
Mar 2007,Apartment,248400,Alberta
Apr 2007,Composite,366700,Alberta
Apr 2007,Single_family,404000,Alberta
Apr 2007,One_storey,356000,Alberta
Apr 2007,Two_storey,457200,Alberta
Apr 2007,Townhouse,290100,Alberta
Apr 2007,Apartment,254200,Alberta
May 2007,Composite,373000,Alberta
May 2007,Single_family,410500,Alberta
May 2007,One_storey,362100,Alberta
May 2007,Two_storey,463700,Alberta
May 2007,Townhouse,296400,Alberta
May 2007,Apartment,260300,Alberta
Jun 2007,Composite,377100,Alberta
Jun 2007,Single_family,414400,Alberta
Jun 2007,One_storey,366600,Alberta
Jun 2007,Two_storey,466700,Alberta
Jun 2007,Townhouse,301400,Alberta
Jun 2007,Apartment,265000,Alberta
Jul 2007,Composite,378100,Alberta
Jul 2007,Single_family,415000,Alberta
Jul 2007,One_storey,366300,Alberta
Jul 2007,Two_storey,468000,Alberta
Jul 2007,Townhouse,303200,Alberta
Jul 2007,Apartment,266000,Alberta
Aug 2007,Composite,377900,Alberta
Aug 2007,Single_family,414800,Alberta
Aug 2007,One_storey,364800,Alberta
Aug 2007,Two_storey,468500,Alberta
Aug 2007,Townhouse,303500,Alberta
Aug 2007,Apartment,265700,Alberta
Sep 2007,Composite,377100,Alberta
Sep 2007,Single_family,413900,Alberta
Sep 2007,One_storey,364700,Alberta
Sep 2007,Two_storey,466900,Alberta
Sep 2007,Townhouse,302800,Alberta
Sep 2007,Apartment,265100,Alberta
Oct 2007,Composite,374600,Alberta
Oct 2007,Single_family,411200,Alberta
Oct 2007,One_storey,361900,Alberta
Oct 2007,Two_storey,464100,Alberta
Oct 2007,Townhouse,300600,Alberta
Oct 2007,Apartment,262800,Alberta
Nov 2007,Composite,371900,Alberta
Nov 2007,Single_family,408100,Alberta
Nov 2007,One_storey,359800,Alberta
Nov 2007,Two_storey,459900,Alberta
Nov 2007,Townhouse,299200,Alberta
Nov 2007,Apartment,261100,Alberta
Dec 2007,Composite,369400,Alberta
Dec 2007,Single_family,405100,Alberta
Dec 2007,One_storey,356400,Alberta
Dec 2007,Two_storey,457500,Alberta
Dec 2007,Townhouse,297200,Alberta
Dec 2007,Apartment,258400,Alberta
Jan 2008,Composite,368700,Alberta
Jan 2008,Single_family,404800,Alberta
Jan 2008,One_storey,354800,Alberta
Jan 2008,Two_storey,457500,Alberta
Jan 2008,Townhouse,296400,Alberta
Jan 2008,Apartment,258200,Alberta
Feb 2008,Composite,366800,Alberta
Feb 2008,Single_family,402900,Alberta
Feb 2008,One_storey,353100,Alberta
Feb 2008,Two_storey,455000,Alberta
Feb 2008,Townhouse,294900,Alberta
Feb 2008,Apartment,255800,Alberta
Mar 2008,Composite,363500,Alberta
Mar 2008,Single_family,399200,Alberta
Mar 2008,One_storey,349900,Alberta
Mar 2008,Two_storey,450700,Alberta
Mar 2008,Townhouse,293300,Alberta
Mar 2008,Apartment,253600,Alberta
Apr 2008,Composite,359300,Alberta
Apr 2008,Single_family,394600,Alberta
Apr 2008,One_storey,346400,Alberta
Apr 2008,Two_storey,444500,Alberta
Apr 2008,Townhouse,290300,Alberta
Apr 2008,Apartment,251000,Alberta
May 2008,Composite,353300,Alberta
May 2008,Single_family,388200,Alberta
May 2008,One_storey,340200,Alberta
May 2008,Two_storey,437600,Alberta
May 2008,Townhouse,286100,Alberta
May 2008,Apartment,246600,Alberta
Jun 2008,Composite,347800,Alberta
Jun 2008,Single_family,382600,Alberta
Jun 2008,One_storey,334900,Alberta
Jun 2008,Two_storey,431500,Alberta
Jun 2008,Townhouse,281300,Alberta
Jun 2008,Apartment,242200,Alberta
Jul 2008,Composite,343900,Alberta
Jul 2008,Single_family,378600,Alberta
Jul 2008,One_storey,331200,Alberta
Jul 2008,Two_storey,427000,Alberta
Jul 2008,Townhouse,277400,Alberta
Jul 2008,Apartment,237400,Alberta
Aug 2008,Composite,342000,Alberta
Aug 2008,Single_family,377100,Alberta
Aug 2008,One_storey,329900,Alberta
Aug 2008,Two_storey,424900,Alberta
Aug 2008,Townhouse,274400,Alberta
Aug 2008,Apartment,234200,Alberta
Sep 2008,Composite,340200,Alberta
Sep 2008,Single_family,375800,Alberta
Sep 2008,One_storey,327700,Alberta
Sep 2008,Two_storey,424400,Alberta
Sep 2008,Townhouse,272500,Alberta
Sep 2008,Apartment,230400,Alberta
Oct 2008,Composite,337700,Alberta
Oct 2008,Single_family,373100,Alberta
Oct 2008,One_storey,325000,Alberta
Oct 2008,Two_storey,421700,Alberta
Oct 2008,Townhouse,270800,Alberta
Oct 2008,Apartment,228500,Alberta
Nov 2008,Composite,335200,Alberta
Nov 2008,Single_family,370500,Alberta
Nov 2008,One_storey,321900,Alberta
Nov 2008,Two_storey,419800,Alberta
Nov 2008,Townhouse,269100,Alberta
Nov 2008,Apartment,225900,Alberta
Dec 2008,Composite,331600,Alberta
Dec 2008,Single_family,365600,Alberta
Dec 2008,One_storey,319200,Alberta
Dec 2008,Two_storey,413100,Alberta
Dec 2008,Townhouse,266700,Alberta
Dec 2008,Apartment,224100,Alberta
Jan 2009,Composite,325200,Alberta
Jan 2009,Single_family,359100,Alberta
Jan 2009,One_storey,313100,Alberta
Jan 2009,Two_storey,405100,Alberta
Jan 2009,Townhouse,262300,Alberta
Jan 2009,Apartment,220200,Alberta
Feb 2009,Composite,320600,Alberta
Feb 2009,Single_family,353800,Alberta
Feb 2009,One_storey,307900,Alberta
Feb 2009,Two_storey,399600,Alberta
Feb 2009,Townhouse,259300,Alberta
Feb 2009,Apartment,217200,Alberta
Mar 2009,Composite,315800,Alberta
Mar 2009,Single_family,349000,Alberta
Mar 2009,One_storey,303300,Alberta
Mar 2009,Two_storey,394000,Alberta
Mar 2009,Townhouse,253100,Alberta
Mar 2009,Apartment,213300,Alberta
Apr 2009,Composite,313700,Alberta
Apr 2009,Single_family,346900,Alberta
Apr 2009,One_storey,303200,Alberta
Apr 2009,Two_storey,389600,Alberta
Apr 2009,Townhouse,249900,Alberta
Apr 2009,Apartment,211700,Alberta
May 2009,Composite,314300,Alberta
May 2009,Single_family,348600,Alberta
May 2009,One_storey,304200,Alberta
May 2009,Two_storey,391800,Alberta
May 2009,Townhouse,247600,Alberta
May 2009,Apartment,209400,Alberta
Jun 2009,Composite,317300,Alberta
Jun 2009,Single_family,352100,Alberta
Jun 2009,One_storey,306500,Alberta
Jun 2009,Two_storey,396200,Alberta
Jun 2009,Townhouse,248800,Alberta
Jun 2009,Apartment,210300,Alberta
Jul 2009,Composite,321800,Alberta
Jul 2009,Single_family,357700,Alberta
Jul 2009,One_storey,311000,Alberta
Jul 2009,Two_storey,402200,Alberta
Jul 2009,Townhouse,251400,Alberta
Jul 2009,Apartment,211100,Alberta
Aug 2009,Composite,326500,Alberta
Aug 2009,Single_family,362900,Alberta
Aug 2009,One_storey,315600,Alberta
Aug 2009,Two_storey,407700,Alberta
Aug 2009,Townhouse,254700,Alberta
Aug 2009,Apartment,213800,Alberta
Sep 2009,Composite,330400,Alberta
Sep 2009,Single_family,367200,Alberta
Sep 2009,One_storey,318200,Alberta
Sep 2009,Two_storey,413300,Alberta
Sep 2009,Townhouse,258500,Alberta
Sep 2009,Apartment,215800,Alberta
Oct 2009,Composite,335500,Alberta
Oct 2009,Single_family,373000,Alberta
Oct 2009,One_storey,323000,Alberta
Oct 2009,Two_storey,419600,Alberta
Oct 2009,Townhouse,261400,Alberta
Oct 2009,Apartment,219100,Alberta
Nov 2009,Composite,339600,Alberta
Nov 2009,Single_family,377500,Alberta
Nov 2009,One_storey,326100,Alberta
Nov 2009,Two_storey,425500,Alberta
Nov 2009,Townhouse,263600,Alberta
Nov 2009,Apartment,222100,Alberta
Dec 2009,Composite,344300,Alberta
Dec 2009,Single_family,381800,Alberta
Dec 2009,One_storey,329200,Alberta
Dec 2009,Two_storey,432000,Alberta
Dec 2009,Townhouse,266300,Alberta
Dec 2009,Apartment,226000,Alberta
Jan 2010,Composite,345500,Alberta
Jan 2010,Single_family,383500,Alberta
Jan 2010,One_storey,331600,Alberta
Jan 2010,Two_storey,431700,Alberta
Jan 2010,Townhouse,269300,Alberta
Jan 2010,Apartment,227000,Alberta
Feb 2010,Composite,346900,Alberta
Feb 2010,Single_family,385000,Alberta
Feb 2010,One_storey,333500,Alberta
Feb 2010,Two_storey,432700,Alberta
Feb 2010,Townhouse,270700,Alberta
Feb 2010,Apartment,227800,Alberta
Mar 2010,Composite,348400,Alberta
Mar 2010,Single_family,385900,Alberta
Mar 2010,One_storey,333400,Alberta
Mar 2010,Two_storey,434600,Alberta
Mar 2010,Townhouse,272100,Alberta
Mar 2010,Apartment,229600,Alberta
Apr 2010,Composite,348200,Alberta
Apr 2010,Single_family,385200,Alberta
Apr 2010,One_storey,331700,Alberta
Apr 2010,Two_storey,434800,Alberta
Apr 2010,Townhouse,274400,Alberta
Apr 2010,Apartment,228200,Alberta
May 2010,Composite,347600,Alberta
May 2010,Single_family,383900,Alberta
May 2010,One_storey,330300,Alberta
May 2010,Two_storey,433700,Alberta
May 2010,Townhouse,275000,Alberta
May 2010,Apartment,229000,Alberta
Jun 2010,Composite,345300,Alberta
Jun 2010,Single_family,381100,Alberta
Jun 2010,One_storey,328100,Alberta
Jun 2010,Two_storey,430000,Alberta
Jun 2010,Townhouse,274100,Alberta
Jun 2010,Apartment,227600,Alberta
Jul 2010,Composite,343000,Alberta
Jul 2010,Single_family,378300,Alberta
Jul 2010,One_storey,326300,Alberta
Jul 2010,Two_storey,426600,Alberta
Jul 2010,Townhouse,271800,Alberta
Jul 2010,Apartment,226700,Alberta
Aug 2010,Composite,340400,Alberta
Aug 2010,Single_family,375200,Alberta
Aug 2010,One_storey,323300,Alberta
Aug 2010,Two_storey,423300,Alberta
Aug 2010,Townhouse,270400,Alberta
Aug 2010,Apartment,224300,Alberta
Sep 2010,Composite,338500,Alberta
Sep 2010,Single_family,372600,Alberta
Sep 2010,One_storey,321300,Alberta
Sep 2010,Two_storey,419600,Alberta
Sep 2010,Townhouse,268800,Alberta
Sep 2010,Apartment,226000,Alberta
Oct 2010,Composite,336800,Alberta
Oct 2010,Single_family,370600,Alberta
Oct 2010,One_storey,319200,Alberta
Oct 2010,Two_storey,418000,Alberta
Oct 2010,Townhouse,267400,Alberta
Oct 2010,Apartment,224300,Alberta
Nov 2010,Composite,337000,Alberta
Nov 2010,Single_family,370900,Alberta
Nov 2010,One_storey,319200,Alberta
Nov 2010,Two_storey,418500,Alberta
Nov 2010,Townhouse,266700,Alberta
Nov 2010,Apartment,224300,Alberta
Dec 2010,Composite,336900,Alberta
Dec 2010,Single_family,370900,Alberta
Dec 2010,One_storey,319200,Alberta
Dec 2010,Two_storey,419100,Alberta
Dec 2010,Townhouse,266300,Alberta
Dec 2010,Apartment,221200,Alberta
Jan 2011,Composite,337700,Alberta
Jan 2011,Single_family,372300,Alberta
Jan 2011,One_storey,320200,Alberta
Jan 2011,Two_storey,420300,Alberta
Jan 2011,Townhouse,264700,Alberta
Jan 2011,Apartment,222300,Alberta
Feb 2011,Composite,337700,Alberta
Feb 2011,Single_family,372600,Alberta
Feb 2011,One_storey,318800,Alberta
Feb 2011,Two_storey,421500,Alberta
Feb 2011,Townhouse,264400,Alberta
Feb 2011,Apartment,221500,Alberta
Mar 2011,Composite,339400,Alberta
Mar 2011,Single_family,374600,Alberta
Mar 2011,One_storey,321600,Alberta
Mar 2011,Two_storey,423100,Alberta
Mar 2011,Townhouse,265700,Alberta
Mar 2011,Apartment,222200,Alberta
Apr 2011,Composite,340100,Alberta
Apr 2011,Single_family,375300,Alberta
Apr 2011,One_storey,322300,Alberta
Apr 2011,Two_storey,423800,Alberta
Apr 2011,Townhouse,266100,Alberta
Apr 2011,Apartment,222900,Alberta
May 2011,Composite,340600,Alberta
May 2011,Single_family,376100,Alberta
May 2011,One_storey,323100,Alberta
May 2011,Two_storey,424700,Alberta
May 2011,Townhouse,265900,Alberta
May 2011,Apartment,222200,Alberta
Jun 2011,Composite,341700,Alberta
Jun 2011,Single_family,377500,Alberta
Jun 2011,One_storey,324500,Alberta
Jun 2011,Two_storey,426000,Alberta
Jun 2011,Townhouse,266000,Alberta
Jun 2011,Apartment,221800,Alberta
Jul 2011,Composite,342600,Alberta
Jul 2011,Single_family,378200,Alberta
Jul 2011,One_storey,325000,Alberta
Jul 2011,Two_storey,427100,Alberta
Jul 2011,Townhouse,268100,Alberta
Jul 2011,Apartment,223600,Alberta
Aug 2011,Composite,343200,Alberta
Aug 2011,Single_family,378900,Alberta
Aug 2011,One_storey,326000,Alberta
Aug 2011,Two_storey,427300,Alberta
Aug 2011,Townhouse,268900,Alberta
Aug 2011,Apartment,223200,Alberta
Sep 2011,Composite,343400,Alberta
Sep 2011,Single_family,379100,Alberta
Sep 2011,One_storey,326600,Alberta
Sep 2011,Two_storey,426900,Alberta
Sep 2011,Townhouse,268900,Alberta
Sep 2011,Apartment,223600,Alberta
Oct 2011,Composite,343700,Alberta
Oct 2011,Single_family,379300,Alberta
Oct 2011,One_storey,326600,Alberta
Oct 2011,Two_storey,427700,Alberta
Oct 2011,Townhouse,269800,Alberta
Oct 2011,Apartment,222900,Alberta
Nov 2011,Composite,343100,Alberta
Nov 2011,Single_family,378500,Alberta
Nov 2011,One_storey,324600,Alberta
Nov 2011,Two_storey,427700,Alberta
Nov 2011,Townhouse,270000,Alberta
Nov 2011,Apartment,221700,Alberta
Dec 2011,Composite,344700,Alberta
Dec 2011,Single_family,380400,Alberta
Dec 2011,One_storey,328500,Alberta
Dec 2011,Two_storey,428200,Alberta
Dec 2011,Townhouse,269300,Alberta
Dec 2011,Apartment,222600,Alberta
Jan 2012,Composite,345200,Alberta
Jan 2012,Single_family,381100,Alberta
Jan 2012,One_storey,328200,Alberta
Jan 2012,Two_storey,429200,Alberta
Jan 2012,Townhouse,269600,Alberta
Jan 2012,Apartment,222900,Alberta
Feb 2012,Composite,346300,Alberta
Feb 2012,Single_family,382000,Alberta
Feb 2012,One_storey,329700,Alberta
Feb 2012,Two_storey,429300,Alberta
Feb 2012,Townhouse,271100,Alberta
Feb 2012,Apartment,225300,Alberta
Mar 2012,Composite,346600,Alberta
Mar 2012,Single_family,382700,Alberta
Mar 2012,One_storey,330100,Alberta
Mar 2012,Two_storey,430200,Alberta
Mar 2012,Townhouse,268400,Alberta
Mar 2012,Apartment,224600,Alberta
Apr 2012,Composite,348700,Alberta
Apr 2012,Single_family,385400,Alberta
Apr 2012,One_storey,332400,Alberta
Apr 2012,Two_storey,433400,Alberta
Apr 2012,Townhouse,267300,Alberta
Apr 2012,Apartment,225800,Alberta
May 2012,Composite,350400,Alberta
May 2012,Single_family,387000,Alberta
May 2012,One_storey,334400,Alberta
May 2012,Two_storey,434700,Alberta
May 2012,Townhouse,267700,Alberta
May 2012,Apartment,227500,Alberta
Jun 2012,Composite,352600,Alberta
Jun 2012,Single_family,389800,Alberta
Jun 2012,One_storey,335900,Alberta
Jun 2012,Two_storey,437900,Alberta
Jun 2012,Townhouse,269300,Alberta
Jun 2012,Apartment,228000,Alberta
Jul 2012,Composite,353200,Alberta
Jul 2012,Single_family,390100,Alberta
Jul 2012,One_storey,337100,Alberta
Jul 2012,Two_storey,437700,Alberta
Jul 2012,Townhouse,271700,Alberta
Jul 2012,Apartment,227800,Alberta
Aug 2012,Composite,354300,Alberta
Aug 2012,Single_family,391300,Alberta
Aug 2012,One_storey,337700,Alberta
Aug 2012,Two_storey,439400,Alberta
Aug 2012,Townhouse,270600,Alberta
Aug 2012,Apartment,228000,Alberta
Sep 2012,Composite,356000,Alberta
Sep 2012,Single_family,393300,Alberta
Sep 2012,One_storey,339000,Alberta
Sep 2012,Two_storey,441600,Alberta
Sep 2012,Townhouse,270300,Alberta
Sep 2012,Apartment,228300,Alberta
Oct 2012,Composite,358400,Alberta
Oct 2012,Single_family,396000,Alberta
Oct 2012,One_storey,343500,Alberta
Oct 2012,Two_storey,443000,Alberta
Oct 2012,Townhouse,272000,Alberta
Oct 2012,Apartment,229700,Alberta
Nov 2012,Composite,359900,Alberta
Nov 2012,Single_family,397700,Alberta
Nov 2012,One_storey,345100,Alberta
Nov 2012,Two_storey,444700,Alberta
Nov 2012,Townhouse,273400,Alberta
Nov 2012,Apartment,229700,Alberta
Dec 2012,Composite,361600,Alberta
Dec 2012,Single_family,399700,Alberta
Dec 2012,One_storey,345900,Alberta
Dec 2012,Two_storey,447300,Alberta
Dec 2012,Townhouse,274800,Alberta
Dec 2012,Apartment,229900,Alberta
Jan 2013,Composite,363600,Alberta
Jan 2013,Single_family,401600,Alberta
Jan 2013,One_storey,347400,Alberta
Jan 2013,Two_storey,448900,Alberta
Jan 2013,Townhouse,277600,Alberta
Jan 2013,Apartment,230900,Alberta
Feb 2013,Composite,366000,Alberta
Feb 2013,Single_family,404200,Alberta
Feb 2013,One_storey,349000,Alberta
Feb 2013,Two_storey,452100,Alberta
Feb 2013,Townhouse,279900,Alberta
Feb 2013,Apartment,232400,Alberta
Mar 2013,Composite,368300,Alberta
Mar 2013,Single_family,406200,Alberta
Mar 2013,One_storey,350900,Alberta
Mar 2013,Two_storey,454000,Alberta
Mar 2013,Townhouse,281900,Alberta
Mar 2013,Apartment,235500,Alberta
Apr 2013,Composite,370400,Alberta
Apr 2013,Single_family,408600,Alberta
Apr 2013,One_storey,353300,Alberta
Apr 2013,Two_storey,456100,Alberta
Apr 2013,Townhouse,284800,Alberta
Apr 2013,Apartment,236200,Alberta
May 2013,Composite,371800,Alberta
May 2013,Single_family,410000,Alberta
May 2013,One_storey,354900,Alberta
May 2013,Two_storey,457200,Alberta
May 2013,Townhouse,286500,Alberta
May 2013,Apartment,237500,Alberta
Jun 2013,Composite,373800,Alberta
Jun 2013,Single_family,412100,Alberta
Jun 2013,One_storey,356700,Alberta
Jun 2013,Two_storey,459000,Alberta
Jun 2013,Townhouse,288400,Alberta
Jun 2013,Apartment,238300,Alberta
Jul 2013,Composite,376000,Alberta
Jul 2013,Single_family,414700,Alberta
Jul 2013,One_storey,359100,Alberta
Jul 2013,Two_storey,461700,Alberta
Jul 2013,Townhouse,289000,Alberta
Jul 2013,Apartment,240200,Alberta
Aug 2013,Composite,378800,Alberta
Aug 2013,Single_family,417700,Alberta
Aug 2013,One_storey,361200,Alberta
Aug 2013,Two_storey,465300,Alberta
Aug 2013,Townhouse,290900,Alberta
Aug 2013,Apartment,242200,Alberta
Sep 2013,Composite,381600,Alberta
Sep 2013,Single_family,420900,Alberta
Sep 2013,One_storey,364100,Alberta
Sep 2013,Two_storey,468300,Alberta
Sep 2013,Townhouse,293700,Alberta
Sep 2013,Apartment,243700,Alberta
Oct 2013,Composite,384000,Alberta
Oct 2013,Single_family,423800,Alberta
Oct 2013,One_storey,365700,Alberta
Oct 2013,Two_storey,472400,Alberta
Oct 2013,Townhouse,295400,Alberta
Oct 2013,Apartment,244800,Alberta
Nov 2013,Composite,385900,Alberta
Nov 2013,Single_family,425700,Alberta
Nov 2013,One_storey,368700,Alberta
Nov 2013,Two_storey,473600,Alberta
Nov 2013,Townhouse,298000,Alberta
Nov 2013,Apartment,246600,Alberta
Dec 2013,Composite,388500,Alberta
Dec 2013,Single_family,428700,Alberta
Dec 2013,One_storey,371300,Alberta
Dec 2013,Two_storey,476400,Alberta
Dec 2013,Townhouse,299500,Alberta
Dec 2013,Apartment,249100,Alberta
Jan 2014,Composite,392100,Alberta
Jan 2014,Single_family,433000,Alberta
Jan 2014,One_storey,376200,Alberta
Jan 2014,Two_storey,479500,Alberta
Jan 2014,Townhouse,301500,Alberta
Jan 2014,Apartment,250300,Alberta
Feb 2014,Composite,396800,Alberta
Feb 2014,Single_family,438400,Alberta
Feb 2014,One_storey,380600,Alberta
Feb 2014,Two_storey,486000,Alberta
Feb 2014,Townhouse,305400,Alberta
Feb 2014,Apartment,253400,Alberta
Mar 2014,Composite,400700,Alberta
Mar 2014,Single_family,443000,Alberta
Mar 2014,One_storey,384800,Alberta
Mar 2014,Two_storey,490400,Alberta
Mar 2014,Townhouse,309600,Alberta
Mar 2014,Apartment,254500,Alberta
Apr 2014,Composite,403600,Alberta
Apr 2014,Single_family,445900,Alberta
Apr 2014,One_storey,387400,Alberta
Apr 2014,Two_storey,493500,Alberta
Apr 2014,Townhouse,311700,Alberta
Apr 2014,Apartment,257200,Alberta
May 2014,Composite,406200,Alberta
May 2014,Single_family,448800,Alberta
May 2014,One_storey,389200,Alberta
May 2014,Two_storey,497300,Alberta
May 2014,Townhouse,314600,Alberta
May 2014,Apartment,259200,Alberta
Jun 2014,Composite,408100,Alberta
Jun 2014,Single_family,451000,Alberta
Jun 2014,One_storey,390400,Alberta
Jun 2014,Two_storey,499600,Alberta
Jun 2014,Townhouse,315200,Alberta
Jun 2014,Apartment,261900,Alberta
Jul 2014,Composite,408700,Alberta
Jul 2014,Single_family,451700,Alberta
Jul 2014,One_storey,390600,Alberta
Jul 2014,Two_storey,500900,Alberta
Jul 2014,Townhouse,316100,Alberta
Jul 2014,Apartment,262100,Alberta
Aug 2014,Composite,409500,Alberta
Aug 2014,Single_family,452800,Alberta
Aug 2014,One_storey,392600,Alberta
Aug 2014,Two_storey,500800,Alberta
Aug 2014,Townhouse,317700,Alberta
Aug 2014,Apartment,262800,Alberta
Sep 2014,Composite,410600,Alberta
Sep 2014,Single_family,453900,Alberta
Sep 2014,One_storey,392400,Alberta
